id,title,genres,original_language,release_date,length,rating,rating_count,plot
88,Dirty Dancing,"Drama, Music, Romance",en,1987,100,7.0,256000,"Spending the summer at a Catskills resort with her family, Frances ""Baby"" Houseman falls in love with the camp's dance instructor, Johnny Castle.Spending the summer at a Catskills resort with her family, Frances ""Baby"" Houseman falls in love with the camp's dance instructor, Johnny Castle.Spending the summer at a Catskills resort with her family, Frances ""Baby"" Houseman falls in love with the camp's dance instructor, Johnny Castle."
10023,Dragnet,"Action, Comedy, Crime",en,1987,106,6.0,37000,"The equally strait-laced and ""by-the-book"" nephew of Joe Friday must work with his more laid-back partner to solve a mystery.The equally strait-laced and ""by-the-book"" nephew of Joe Friday must work with his more laid-back partner to solve a mystery.The equally strait-laced and ""by-the-book"" nephew of Joe Friday must work with his more laid-back partner to solve a mystery."
10110,Empire of the Sun,"Drama, History, War",en,1987,153,7.7,134000,A young English boy struggles to survive under Japanese occupation of China during World War II.A young English boy struggles to survive under Japanese occupation of China during World War II.A young English boy struggles to survive under Japanese occupation of China during World War II.
765,Evil Dead II,"Horror, Comedy, Fantasy",en,1987,84,7.7,182000,"Ash Williams, the lone survivor of an earlier onslaught of flesh-possessing spirits, holes up in a cabin with a group of strangers while the demons continue their attack.Ash Williams, the lone survivor of an earlier onslaught of flesh-possessing spirits, holes up in a cabin with a group of strangers while the demons continue their attack.Ash Williams, the lone survivor of an earlier onslaught of flesh-possessing spirits, holes up in a cabin with a group of strangers while the demons continue their attack."
10998,Fatal Attraction,"Thriller, Drama",en,1987,119,6.9,97000,A married man's one-night stand comes back to haunt him when that lover begins to stalk him and his family.A married man's one-night stand comes back to haunt him when that lover begins to stalk him and his family.A married man's one-night stand comes back to haunt him when that lover begins to stalk him and his family.
600,Full Metal Jacket,"Drama, War",en,1987,116,8.3,791000,A pragmatic U.S. Marine observes the dehumanizing effects the Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.A pragmatic U.S. Marine observes the dehumanizing effects the Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.A pragmatic U.S. Marine observes the dehumanizing effects the Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.
6917,The Gate,"Horror, Fantasy",en,1987,85,6.0,20000,Kids left home alone accidentally unleash a horde of malevolent demons from a mysterious hole in their suburban backyard.Kids left home alone accidentally unleash a horde of malevolent demons from a mysterious hole in their suburban backyard.Kids left home alone accidentally unleash a horde of malevolent demons from a mysterious hole in their suburban backyard.
801,"Good Morning, Vietnam","Comedy, Drama, War",en,1987,121,7.3,154000,"In 1965, an unorthodox and irreverent DJ named Adrian Cronauer begins to shake up things when he is assigned to the U.S. Armed Services radio station in Vietnam.In 1965, an unorthodox and irreverent DJ named Adrian Cronauer begins to shake up things when he is assigned to the U.S. Armed Services radio station in Vietnam.In 1965, an unorthodox and irreverent DJ named Adrian Cronauer begins to shake up things when he is assigned to the U.S. Armed Services radio station in Vietnam."
10652,Hamburger Hill,"War, Action, Drama",en,1987,110,6.7,28000,A very realistic interpretation of one of the bloodiest battles of the Vietnam War.A very realistic interpretation of one of the bloodiest battles of the Vietnam War.A very realistic interpretation of one of the bloodiest battles of the Vietnam War.
8989,Harry and the Hendersons,"Comedy, Family, Fantasy, Drama",en,1987,110,6.1,38000,The Henderson family adopt a friendly Sasquatch but have a hard time trying to keep the legend of 'Bigfoot' a secret.The Henderson family adopt a friendly Sasquatch but have a hard time trying to keep the legend of 'Bigfoot' a secret.The Henderson family adopt a friendly Sasquatch but have a hard time trying to keep the legend of 'Bigfoot' a secret.
9003,Hellraiser,"Horror, Thriller, Fantasy",en,1987,94,6.9,141000,"A woman discovers the newly resurrected, partially formed, body of her brother-in-law and lover. She starts killing for him to revitalize his body and escape the demonic beings that are purs... Read allA woman discovers the newly resurrected, partially formed, body of her brother-in-law and lover. She starts killing for him to revitalize his body and escape the demonic beings that are pursuing him after he escaped their underworld.A woman discovers the newly resurrected, partially formed, body of her brother-in-law and lover. She starts killing for him to revitalize his body and escape the demonic beings that are pursuing him after he escaped their underworld."
12476,The Hidden,"Science Fiction, Thriller, Horror",en,1987,97,7.0,23000,A cop and an FBI agent race for answers after law abiding people suddenly become violent criminals.A cop and an FBI agent race for answers after law abiding people suddenly become violent criminals.A cop and an FBI agent race for answers after law abiding people suddenly become violent criminals.
2614,Innerspace,"Action, Comedy, Science Fiction",en,1987,120,6.8,65000,"A test pilot is miniaturized in a secret experiment, and accidentally injected into a hapless store clerk.A test pilot is miniaturized in a secret experiment, and accidentally injected into a hapless store clerk.A test pilot is miniaturized in a secret experiment, and accidentally injected into a hapless store clerk."
580,Jaws: The Revenge,"Adventure, Thriller, Horror",en,1987,89,3.0,50000,Chief Brody's widow believes that her family is deliberately being targeted by another shark in search of revenge.Chief Brody's widow believes that her family is deliberately being targeted by another shark in search of revenge.Chief Brody's widow believes that her family is deliberately being targeted by another shark in search of revenge.
16620,La Bamba,"Drama, Music",en,1987,108,6.9,36000,Biographical story of the rise from nowhere of early rock and roll singer Ritchie Valens who died at age 17 in a plane crash with Buddy Holly and The Big Bopper.Biographical story of the rise from nowhere of early rock and roll singer Ritchie Valens who died at age 17 in a plane crash with Buddy Holly and The Big Bopper.Biographical story of the rise from nowhere of early rock and roll singer Ritchie Valens who died at age 17 in a plane crash with Buddy Holly and The Big Bopper.
